open_time,open,high,low,close,volume,taker_buy_base_asset_volume
2025-06-07 09:34:00+00:00,2486.74,2486.74,2486.22,2486.58,188.84,82.696
2025-06-07 09:35:00+00:00,2486.58,2486.58,2485.57,2485.57,829.368,158.312
2025-06-07 09:36:00+00:00,2485.58,2485.58,2485.18,2485.45,394.344,194.357
2025-06-07 09:37:00+00:00,2485.45,2485.71,2485.4,2485.46,669.549,275.293
2025-06-07 09:38:00+00:00,2485.46,2485.47,2484.11,2484.11,864.108,279.74
2025-06-07 09:39:00+00:00,2484.11,2485.46,2484.11,2485.45,439.867,387.904
2025-06-07 09:40:00+00:00,2485.45,2485.57,2485.04,2485.15,1070.576,791.098
2025-06-07 09:41:00+00:00,2485.15,2485.47,2484.08,2484.08,1383.508,971.994
2025-06-07 09:42:00+00:00,2484.09,2484.54,2484.0,2484.0,641.359,144.746
2025-06-07 09:43:00+00:00,2484.01,2484.59,2484.0,2484.53,362.755,172.721
2025-06-07 09:44:00+00:00,2484.53,2484.54,2483.92,2483.99,707.872,291.037
2025-06-07 09:45:00+00:00,2483.99,2485.41,2483.99,2484.39,1095.171,769.545
2025-06-07 09:46:00+00:00,2484.38,2484.39,2483.41,2484.34,624.597,278.185
2025-06-07 09:47:00+00:00,2484.33,2485.52,2484.33,2484.83,391.201,209.377
2025-06-07 09:48:00+00:00,2484.83,2485.11,2484.38,2485.1,724.6,411.218
2025-06-07 09:49:00+00:00,2485.1,2486.6,2485.1,2486.23,529.057,361.581
2025-06-07 09:50:00+00:00,2486.22,2486.23,2485.24,2485.24,420.192,135.914
2025-06-07 09:51:00+00:00,2485.24,2485.25,2483.84,2484.73,758.122,412.078
2025-06-07 09:52:00+00:00,2484.72,2484.79,2483.76,2484.31,399.558,144.245
2025-06-07 09:53:00+00:00,2484.32,2484.32,2484.0,2484.14,528.621,149.15
2025-06-07 09:54:00+00:00,2484.14,2485.42,2484.13,2485.15,652.298,263.161
2025-06-07 09:55:00+00:00,2485.15,2486.03,2485.01,2485.01,431.784,204.771
2025-06-07 09:56:00+00:00,2485.01,2486.24,2485.01,2485.31,837.847,665.634
2025-06-07 09:57:00+00:00,2485.31,2485.32,2485.05,2485.28,148.669,66.453
2025-06-07 09:58:00+00:00,2485.28,2485.31,2485.05,2485.1,481.299,287.438
2025-06-07 09:59:00+00:00,2485.09,2485.1,2484.61,2485.01,1022.92,307.866
2025-06-07 10:00:00+00:00,2485.01,2486.11,2485.0,2485.51,898.959,523.839
2025-06-07 10:01:00+00:00,2485.51,2485.52,2484.67,2485.29,645.863,364.161
2025-06-07 10:02:00+00:00,2485.28,2487.17,2485.28,2487.02,472.373,340.048
2025-06-07 10:03:00+00:00,2487.03,2488.73,2486.79,2487.45,1439.141,765.001
2025-06-07 10:04:00+00:00,2487.45,2487.6,2486.56,2487.5,572.354,270.202
2025-06-07 10:05:00+00:00,2487.49,2488.68,2487.49,2487.85,1300.249,804.738
2025-06-07 10:06:00+00:00,2487.85,2487.86,2487.02,2487.03,735.556,273.073
2025-06-07 10:07:00+00:00,2487.02,2487.03,2484.3,2484.52,584.837,219.204
2025-06-07 10:08:00+00:00,2484.52,2485.68,2484.52,2484.62,651.805,375.853
2025-06-07 10:09:00+00:00,2484.62,2485.42,2484.18,2484.3,945.905,453.543
2025-06-07 10:10:00+00:00,2484.31,2484.78,2483.5,2484.31,817.181,365.615
2025-06-07 10:11:00+00:00,2484.32,2485.38,2483.45,2485.37,367.504,252.013
2025-06-07 10:12:00+00:00,2485.37,2485.88,2485.3,2485.52,505.714,283.682
2025-06-07 10:13:00+00:00,2485.52,2486.37,2485.31,2486.36,272.146,152.99
2025-06-07 10:14:00+00:00,2486.37,2489.01,2486.36,2488.57,1702.756,1434.11
2025-06-07 10:15:00+00:00,2488.56,2489.3,2488.06,2488.46,3000.119,712.543
2025-06-07 10:16:00+00:00,2488.45,2491.36,2488.22,2490.84,3927.002,2721.031
2025-06-07 10:17:00+00:00,2490.84,2490.85,2488.94,2489.94,2086.829,1281.703
2025-06-07 10:18:00+00:00,2489.94,2490.24,2489.13,2489.4,1290.72,492.156
2025-06-07 10:19:00+00:00,2489.41,2489.82,2489.13,2489.81,600.088,324.527
2025-06-07 10:20:00+00:00,2489.82,2491.0,2489.81,2491.0,915.502,581.187
2025-06-07 10:21:00+00:00,2490.99,2493.02,2490.99,2493.01,4115.569,3010.087
2025-06-07 10:22:00+00:00,2493.02,2494.2,2492.94,2493.22,3767.068,2250.261
2025-06-07 10:23:00+00:00,2493.22,2493.56,2492.48,2493.56,1934.182,839.645
2025-06-07 10:24:00+00:00,2493.56,2493.96,2492.82,2492.87,1208.395,457.398
2025-06-07 10:25:00+00:00,2492.87,2492.87,2492.07,2492.43,2688.118,456.92
2025-06-07 10:26:00+00:00,2492.43,2493.23,2492.04,2492.76,1014.498,594.65
2025-06-07 10:27:00+00:00,2492.77,2493.27,2492.46,2493.27,1104.851,530.65
2025-06-07 10:28:00+00:00,2493.27,2494.48,2493.26,2494.16,2567.547,1715.105
2025-06-07 10:29:00+00:00,2494.16,2494.17,2493.07,2493.58,1480.055,563.069
2025-06-07 10:30:00+00:00,2493.57,2494.28,2493.0,2493.0,1648.233,996.192
2025-06-07 10:31:00+00:00,2493.0,2493.01,2491.19,2491.98,1812.382,433.871
2025-06-07 10:32:00+00:00,2491.99,2492.57,2491.9,2492.31,608.52,323.156
2025-06-07 10:33:00+00:00,2492.32,2492.32,2491.42,2491.99,651.046,161.376
2025-06-07 10:34:00+00:00,2492.0,2492.33,2491.68,2491.93,508.13,195.07
2025-06-07 10:35:00+00:00,2491.93,2492.3,2491.56,2491.65,691.328,390.622
2025-06-07 10:36:00+00:00,2491.65,2491.66,2491.01,2491.33,354.572,68.481
2025-06-07 10:37:00+00:00,2491.32,2491.7,2490.01,2490.33,1070.033,412.74
2025-06-07 10:38:00+00:00,2490.33,2490.75,2490.22,2490.33,640.721,221.796
2025-06-07 10:39:00+00:00,2490.32,2490.78,2490.03,2490.77,765.089,351.972
2025-06-07 10:40:00+00:00,2490.78,2491.89,2490.78,2491.5,1124.712,581.535
2025-06-07 10:41:00+00:00,2491.5,2491.5,2490.84,2490.84,441.466,129.062
2025-06-07 10:42:00+00:00,2490.85,2491.04,2490.36,2490.45,927.156,473.868
2025-06-07 10:43:00+00:00,2490.44,2491.32,2490.44,2491.32,466.667,249.445
2025-06-07 10:44:00+00:00,2491.33,2491.51,2490.36,2490.74,575.05,164.22
2025-06-07 10:45:00+00:00,2490.75,2491.3,2490.46,2491.3,379.143,256.489
2025-06-07 10:46:00+00:00,2491.3,2491.82,2491.13,2491.82,702.988,482.867
2025-06-07 10:47:00+00:00,2491.82,2493.38,2491.82,2492.46,1325.373,1059.31
2025-06-07 10:48:00+00:00,2492.46,2492.46,2490.1,2490.1,630.241,54.905
2025-06-07 10:49:00+00:00,2490.11,2490.73,2489.13,2489.14,3073.301,225.798
2025-06-07 10:50:00+00:00,2489.14,2489.14,2487.11,2488.63,2683.227,431.561
2025-06-07 10:51:00+00:00,2488.64,2491.18,2488.63,2491.17,1870.55,1490.851
2025-06-07 10:52:00+00:00,2491.17,2493.35,2491.17,2492.71,1358.919,1007.748
2025-06-07 10:53:00+00:00,2492.71,2494.74,2492.33,2494.58,2117.464,1380.165
2025-06-07 10:54:00+00:00,2494.57,2495.61,2493.36,2493.97,3448.464,1948.427
2025-06-07 10:55:00+00:00,2493.96,2495.34,2493.69,2494.89,1383.153,843.98
2025-06-07 10:56:00+00:00,2494.88,2495.0,2493.81,2494.2,918.374,508.085
2025-06-07 10:57:00+00:00,2494.19,2494.48,2493.38,2493.81,796.939,302.814
2025-06-07 10:58:00+00:00,2493.81,2494.34,2493.6,2494.34,610.377,289.653
2025-06-07 10:59:00+00:00,2494.33,2494.34,2493.62,2493.84,373.891,130.387
2025-06-07 11:00:00+00:00,2493.83,2493.84,2493.0,2493.04,1110.35,495.144
2025-06-07 11:01:00+00:00,2493.04,2493.45,2492.88,2492.88,696.628,311.784
2025-06-07 11:02:00+00:00,2492.89,2494.69,2492.55,2493.99,1547.281,901.882
2025-06-07 11:03:00+00:00,2494.0,2494.93,2494.0,2494.01,1034.95,715.059
2025-06-07 11:04:00+00:00,2494.0,2494.28,2493.03,2493.19,1032.496,352.27
2025-06-07 11:05:00+00:00,2493.2,2493.2,2492.86,2492.86,548.588,224.787
2025-06-07 11:06:00+00:00,2492.87,2493.11,2491.4,2492.34,1168.448,596.834
2025-06-07 11:07:00+00:00,2492.34,2493.02,2492.34,2492.39,315.149,179.531
2025-06-07 11:08:00+00:00,2492.39,2493.59,2492.39,2493.27,455.08,273.416
2025-06-07 11:09:00+00:00,2493.28,2495.7,2493.27,2494.82,2306.002,1554.083
2025-06-07 11:10:00+00:00,2494.82,2494.83,2492.82,2492.89,1255.463,564.455
2025-06-07 11:11:00+00:00,2492.9,2493.8,2492.5,2492.79,1060.901,291.205
2025-06-07 11:12:00+00:00,2492.8,2493.01,2492.04,2492.04,462.915,177.208
2025-06-07 11:13:00+00:00,2492.04,2492.23,2491.69,2492.23,424.854,205.993
2025-06-07 11:14:00+00:00,2492.23,2493.24,2492.22,2493.02,1743.182,1191.479
2025-06-07 11:15:00+00:00,2493.01,2493.02,2492.45,2492.98,502.955,203.328
2025-06-07 11:16:00+00:00,2492.98,2494.13,2492.98,2493.3,1491.087,383.349
2025-06-07 11:17:00+00:00,2493.3,2493.3,2492.68,2492.69,455.651,162.834
2025-06-07 11:18:00+00:00,2492.69,2493.12,2492.16,2493.08,519.884,247.587
2025-06-07 11:19:00+00:00,2493.08,2494.77,2493.07,2494.38,661.028,465.619
2025-06-07 11:20:00+00:00,2494.39,2494.78,2493.16,2493.16,548.819,144.235
2025-06-07 11:21:00+00:00,2493.17,2495.2,2492.75,2495.06,1094.648,759.172
2025-06-07 11:22:00+00:00,2495.05,2495.89,2494.72,2495.65,1936.584,857.104
2025-06-07 11:23:00+00:00,2495.65,2499.52,2495.32,2498.37,13903.289,9652.823
2025-06-07 11:24:00+00:00,2498.37,2500.1,2497.4,2498.61,7372.029,4393.798
2025-06-07 11:25:00+00:00,2498.62,2498.65,2497.25,2497.26,1768.507,646.555
2025-06-07 11:26:00+00:00,2497.25,2497.45,2495.75,2496.99,1454.423,331.333
2025-06-07 11:27:00+00:00,2497.0,2497.29,2496.41,2496.52,1010.6,344.74
2025-06-07 11:28:00+00:00,2496.54,2496.54,2495.66,2495.67,987.464,261.965
2025-06-07 11:29:00+00:00,2495.66,2496.96,2495.45,2496.06,3012.98,2420.837
2025-06-07 11:30:00+00:00,2496.05,2496.45,2495.45,2495.46,1273.244,392.768
2025-06-07 11:31:00+00:00,2495.45,2495.66,2494.2,2494.77,1082.414,324.631
2025-06-07 11:32:00+00:00,2494.77,2494.98,2494.77,2494.95,408.345,140.342
2025-06-07 11:33:00+00:00,2494.96,2497.28,2494.96,2496.96,1760.704,1455.552
2025-06-07 11:34:00+00:00,2496.97,2498.57,2496.84,2498.03,1959.972,959.318
2025-06-07 11:35:00+00:00,2498.03,2500.11,2497.73,2498.99,5839.619,4685.334
2025-06-07 11:36:00+00:00,2498.99,2499.0,2497.78,2498.5,1775.431,505.16
2025-06-07 11:37:00+00:00,2498.49,2498.75,2497.8,2498.5,884.408,344.062
2025-06-07 11:38:00+00:00,2498.49,2500.88,2498.4,2499.31,2775.744,2058.659
2025-06-07 11:39:00+00:00,2499.3,2500.32,2499.05,2499.46,2515.435,886.815
2025-06-07 11:40:00+00:00,2499.47,2499.47,2496.67,2496.71,1504.265,159.632
2025-06-07 11:41:00+00:00,2496.71,2496.93,2496.07,2496.56,833.21,352.443
2025-06-07 11:42:00+00:00,2496.56,2497.41,2496.19,2496.81,1397.559,664.058
2025-06-07 11:43:00+00:00,2496.81,2497.0,2495.87,2496.0,976.28,271.416
2025-06-07 11:44:00+00:00,2496.0,2498.4,2495.65,2497.08,4065.296,3269.794
2025-06-07 11:45:00+00:00,2497.08,2497.09,2495.53,2495.54,836.289,201.092
2025-06-07 11:46:00+00:00,2495.53,2495.99,2495.29,2495.9,1391.303,385.874
2025-06-07 11:47:00+00:00,2495.89,2496.13,2495.29,2495.33,799.279,198.465
2025-06-07 11:48:00+00:00,2495.34,2495.89,2495.19,2495.28,1082.857,273.264
2025-06-07 11:49:00+00:00,2495.28,2495.41,2494.44,2495.16,1254.197,318.756
2025-06-07 11:50:00+00:00,2495.17,2496.0,2495.16,2495.29,381.729,168.653
2025-06-07 11:51:00+00:00,2495.28,2497.0,2495.28,2497.0,897.696,611.297
2025-06-07 11:52:00+00:00,2496.99,2497.0,2495.5,2495.5,792.102,247.533
2025-06-07 11:53:00+00:00,2495.5,2495.5,2491.81,2492.63,3309.392,933.69
2025-06-07 11:54:00+00:00,2492.63,2494.07,2492.63,2493.42,1214.185,704.8
2025-06-07 11:55:00+00:00,2493.43,2493.69,2492.09,2492.84,1243.7,638.358
2025-06-07 11:56:00+00:00,2492.85,2493.17,2491.98,2492.2,1021.017,322.525
2025-06-07 11:57:00+00:00,2492.19,2493.29,2492.19,2493.28,772.898,491.633
2025-06-07 11:58:00+00:00,2493.29,2493.54,2493.06,2493.29,575.634,264.547
2025-06-07 11:59:00+00:00,2493.28,2494.95,2493.28,2494.22,1165.21,813.671
2025-06-07 12:00:00+00:00,2494.23,2494.99,2494.22,2494.37,1286.473,881.84
2025-06-07 12:01:00+00:00,2494.37,2494.58,2493.44,2494.0,2322.6,459.645
2025-06-07 12:02:00+00:00,2494.0,2494.92,2493.99,2494.49,629.468,317.772
2025-06-07 12:03:00+00:00,2494.48,2495.72,2494.48,2495.1,909.17,659.896
2025-06-07 12:04:00+00:00,2495.11,2495.35,2495.07,2495.35,591.226,348.983
2025-06-07 12:05:00+00:00,2495.35,2496.49,2495.28,2495.82,953.872,519.296
2025-06-07 12:06:00+00:00,2495.82,2495.99,2494.88,2494.88,594.623,99.421
2025-06-07 12:07:00+00:00,2494.88,2494.88,2493.81,2493.81,1265.773,174.402
2025-06-07 12:08:00+00:00,2493.81,2493.81,2492.32,2493.57,2477.382,1369.242
2025-06-07 12:09:00+00:00,2493.56,2493.57,2492.26,2492.26,868.274,234.799
2025-06-07 12:10:00+00:00,2492.27,2493.44,2492.2,2493.43,1498.286,914.11
2025-06-07 12:11:00+00:00,2493.44,2494.0,2492.68,2493.12,691.093,251.041
2025-06-07 12:12:00+00:00,2493.13,2493.5,2492.14,2492.4,542.844,178.656
2025-06-07 12:13:00+00:00,2492.41,2494.51,2492.41,2494.09,690.673,541.426
2025-06-07 12:14:00+00:00,2494.09,2494.29,2493.71,2494.01,353.311,244.0
2025-06-07 12:15:00+00:00,2494.0,2494.01,2493.02,2493.03,974.408,310.537
2025-06-07 12:16:00+00:00,2493.03,2494.35,2492.72,2494.09,965.651,502.756
2025-06-07 12:17:00+00:00,2494.08,2494.81,2493.45,2494.5,985.222,725.864
2025-06-07 12:18:00+00:00,2494.5,2495.28,2494.48,2495.26,454.135,324.96
2025-06-07 12:19:00+00:00,2495.27,2495.59,2494.57,2494.57,413.004,123.52
2025-06-07 12:20:00+00:00,2494.58,2495.8,2494.15,2495.8,582.066,419.827
2025-06-07 12:21:00+00:00,2495.8,2496.3,2494.71,2495.14,655.014,493.889
2025-06-07 12:22:00+00:00,2495.15,2495.15,2493.0,2494.14,932.104,178.017
2025-06-07 12:23:00+00:00,2494.14,2495.94,2493.92,2495.49,810.495,562.69
2025-06-07 12:24:00+00:00,2495.49,2496.37,2495.24,2496.37,444.224,304.67
2025-06-07 12:25:00+00:00,2496.37,2496.97,2495.7,2496.97,1379.71,997.295
2025-06-07 12:26:00+00:00,2496.97,2497.93,2496.97,2497.62,1301.544,861.647
2025-06-07 12:27:00+00:00,2497.62,2497.62,2495.81,2497.14,2026.563,360.005
2025-06-07 12:28:00+00:00,2497.13,2497.6,2496.63,2496.64,334.986,170.628
2025-06-07 12:29:00+00:00,2496.64,2497.31,2496.63,2497.3,460.269,317.069
2025-06-07 12:30:00+00:00,2497.31,2498.0,2496.85,2497.51,2928.189,2248.451
2025-06-07 12:31:00+00:00,2497.5,2498.33,2497.5,2498.08,697.894,365.794
2025-06-07 12:32:00+00:00,2498.09,2498.71,2496.74,2497.69,1938.182,1020.434
2025-06-07 12:33:00+00:00,2497.68,2497.98,2496.86,2497.06,835.576,448.673
2025-06-07 12:34:00+00:00,2497.06,2497.06,2496.0,2496.73,827.969,329.808
2025-06-07 12:35:00+00:00,2496.74,2498.5,2496.73,2498.05,666.643,378.931
2025-06-07 12:36:00+00:00,2498.06,2498.56,2496.71,2498.0,1439.864,835.529
2025-06-07 12:37:00+00:00,2498.0,2499.01,2498.0,2499.01,987.741,810.713
2025-06-07 12:38:00+00:00,2499.02,2505.0,2498.5,2500.43,16327.97,10149.794
2025-06-07 12:39:00+00:00,2500.43,2503.49,2499.09,2502.28,3850.529,2191.067
2025-06-07 12:40:00+00:00,2502.29,2503.0,2500.63,2502.22,4755.534,1904.673
2025-06-07 12:41:00+00:00,2502.22,2506.0,2501.4,2502.74,8693.185,5227.13
2025-06-07 12:42:00+00:00,2502.74,2505.0,2502.73,2504.31,4297.378,2517.661
2025-06-07 12:43:00+00:00,2504.3,2504.59,2502.54,2503.66,3558.275,1410.013
2025-06-07 12:44:00+00:00,2503.66,2505.52,2503.01,2505.03,4773.447,3190.861
2025-06-07 12:45:00+00:00,2505.03,2505.39,2502.0,2502.0,3213.5,1125.641
2025-06-07 12:46:00+00:00,2502.01,2502.11,2499.47,2499.47,4394.464,1368.367
2025-06-07 12:47:00+00:00,2499.46,2500.7,2499.2,2499.29,2486.58,1557.524
2025-06-07 12:48:00+00:00,2499.3,2499.66,2497.68,2499.4,2541.711,1002.753
2025-06-07 12:49:00+00:00,2499.39,2500.56,2499.15,2500.28,1460.269,1124.864
2025-06-07 12:50:00+00:00,2500.29,2500.66,2497.66,2498.36,1550.156,471.538
2025-06-07 12:51:00+00:00,2498.36,2498.94,2498.14,2498.34,943.714,448.066
2025-06-07 12:52:00+00:00,2498.33,2498.38,2498.0,2498.37,1856.226,506.817
2025-06-07 12:53:00+00:00,2498.38,2498.87,2498.0,2498.09,1328.793,632.835
2025-06-07 12:54:00+00:00,2498.1,2498.48,2497.42,2497.43,1418.549,420.466
2025-06-07 12:55:00+00:00,2497.42,2497.58,2495.3,2497.13,3486.988,1697.34
2025-06-07 12:56:00+00:00,2497.13,2497.32,2495.89,2495.9,1956.891,332.382
2025-06-07 12:57:00+00:00,2495.89,2497.51,2495.89,2497.29,2567.183,2209.375
2025-06-07 12:58:00+00:00,2497.29,2497.58,2496.67,2496.67,854.554,464.925
2025-06-07 12:59:00+00:00,2496.68,2497.0,2496.55,2496.86,995.697,680.277
2025-06-07 13:00:00+00:00,2496.87,2497.27,2494.6,2494.78,3461.407,1159.63
2025-06-07 13:01:00+00:00,2494.78,2495.12,2492.81,2494.0,6681.549,2337.879
2025-06-07 13:02:00+00:00,2494.0,2494.01,2492.0,2492.01,3036.821,1284.437
2025-06-07 13:03:00+00:00,2492.0,2493.83,2491.28,2493.01,2817.889,1744.145
2025-06-07 13:04:00+00:00,2493.0,2493.71,2492.62,2493.57,1973.044,1390.178
2025-06-07 13:05:00+00:00,2493.58,2494.28,2492.09,2492.39,1989.926,1064.375
2025-06-07 13:06:00+00:00,2492.4,2493.0,2492.0,2492.5,766.481,447.106
2025-06-07 13:07:00+00:00,2492.49,2493.28,2492.12,2492.64,1251.53,863.061
2025-06-07 13:08:00+00:00,2492.64,2493.7,2492.52,2493.23,1156.426,871.955
2025-06-07 13:09:00+00:00,2493.23,2495.42,2493.23,2495.17,4518.35,3980.073
2025-06-07 13:10:00+00:00,2495.17,2496.45,2494.8,2496.07,1156.254,822.625
2025-06-07 13:11:00+00:00,2496.07,2497.0,2496.06,2496.4,1148.224,572.774
2025-06-07 13:12:00+00:00,2496.41,2500.99,2495.26,2500.01,15164.457,9947.684
2025-06-07 13:13:00+00:00,2500.0,2506.3,2499.95,2504.33,19484.432,13381.734
2025-06-07 13:14:00+00:00,2504.34,2505.55,2503.79,2504.25,5321.097,2621.739
2025-06-07 13:15:00+00:00,2504.24,2504.25,2501.84,2502.46,4574.192,985.978
2025-06-07 13:16:00+00:00,2502.46,2504.19,2502.24,2503.78,3094.076,2323.394
2025-06-07 13:17:00+00:00,2503.77,2509.41,2503.64,2507.99,16095.335,12566.975
2025-06-07 13:18:00+00:00,2507.99,2509.69,2507.0,2507.19,7917.744,3182.595
2025-06-07 13:19:00+00:00,2507.19,2507.45,2506.24,2507.45,4414.723,1189.643
2025-06-07 13:20:00+00:00,2507.45,2508.4,2506.63,2507.22,3730.359,1297.358
2025-06-07 13:21:00+00:00,2507.21,2507.21,2505.18,2505.94,2430.131,706.18
2025-06-07 13:22:00+00:00,2505.93,2507.21,2505.93,2507.2,2123.594,1613.521
2025-06-07 13:23:00+00:00,2507.2,2507.21,2505.95,2506.15,1807.383,965.379
2025-06-07 13:24:00+00:00,2506.15,2507.06,2505.78,2506.24,2009.145,1071.99
2025-06-07 13:25:00+00:00,2506.23,2506.47,2504.0,2505.34,1736.85,649.095
2025-06-07 13:26:00+00:00,2505.34,2505.44,2503.78,2504.39,2022.463,690.204
2025-06-07 13:27:00+00:00,2504.38,2504.5,2503.71,2504.5,1874.821,923.771
2025-06-07 13:28:00+00:00,2504.49,2504.49,2503.85,2503.99,1523.611,320.365
2025-06-07 13:29:00+00:00,2503.99,2504.43,2503.71,2504.31,1558.62,596.564
2025-06-07 13:30:00+00:00,2504.31,2506.4,2504.3,2505.42,2719.964,2168.578
2025-06-07 13:31:00+00:00,2505.43,2507.1,2504.32,2505.44,6400.193,1743.876
2025-06-07 13:32:00+00:00,2505.44,2505.99,2505.22,2505.54,1257.662,830.144
2025-06-07 13:33:00+00:00,2505.53,2505.54,2502.0,2503.08,3755.756,1122.008
2025-06-07 13:34:00+00:00,2503.09,2503.5,2501.59,2503.21,3074.191,810.18
2025-06-07 13:35:00+00:00,2503.2,2504.08,2502.24,2504.08,1439.103,1033.653
2025-06-07 13:36:00+00:00,2504.08,2506.28,2503.91,2504.99,3344.771,2458.505
2025-06-07 13:37:00+00:00,2504.98,2504.99,2503.24,2504.5,2368.067,592.429
2025-06-07 13:38:00+00:00,2504.5,2505.92,2503.9,2505.13,1478.739,1132.364
2025-06-07 13:39:00+00:00,2505.13,2505.76,2503.05,2503.19,1726.163,555.164
2025-06-07 13:40:00+00:00,2503.2,2504.0,2503.0,2504.0,1117.667,587.972
2025-06-07 13:41:00+00:00,2504.0,2504.55,2503.76,2503.83,461.939,266.14
2025-06-07 13:42:00+00:00,2503.83,2504.36,2503.77,2504.06,796.358,436.137
2025-06-07 13:43:00+00:00,2504.06,2507.68,2504.06,2507.67,1387.562,973.974
2025-06-07 13:44:00+00:00,2507.67,2508.14,2506.59,2507.19,1562.107,732.636
2025-06-07 13:45:00+00:00,2507.2,2509.0,2507.0,2508.99,2493.089,1675.048
2025-06-07 13:46:00+00:00,2509.0,2513.9,2509.0,2512.31,15364.345,10369.877
2025-06-07 13:47:00+00:00,2512.3,2512.4,2510.88,2511.29,3206.559,1188.744
